Country Name,Country Code,Source,Year,Production
Chile,CHL,Oil,2011,9.67
China,CHN,Oil,2011,0.26
Cote d'Ivoire,CIV,Oil,2011,0.54
Cameroon,CMR,Oil,2011,18.51
"Congo, Dem. Rep.",COD,Oil,2011,0.1
"Congo, Rep.",COG,Oil,2011,0.7
Colombia,COL,Oil,2011,0.24
Comoros,COM,Oil,2011,0.0
Cabo Verde,CPV,Oil,2011,0.0
Costa Rica,CRI,Oil,2011,8.78
Caribbean small states,CSS,Oil,2011,0.0
Cuba,CUB,Oil,2011,44.47
Curacao,CUW,Oil,2011,0.0
Cayman Islands,CYM,Oil,2011,0.0
Cyprus,CYP,Oil,2011,96.39
Czech Republic,CZE,Oil,2011,0.2
Germany,DEU,Oil,2011,1.18
Djibouti,DJI,Oil,2011,0.0
Dominica,DMA,Oil,2011,0.0
Denmark,DNK,Oil,2011,1.29
Dominican Republic,DOM,Oil,2011,54.61
Algeria,DZA,Oil,2011,2.08
East Asia & Pacific (excluding high income),EAP,Oil,2011,1.35
Early-demographic dividend,EAR,Oil,2011,11.53
East Asia & Pacific,EAS,Oil,2011,2.98
Europe & Central Asia (excluding high income),ECA,Oil,2011,1.68
Europe & Central Asia,ECS,Oil,2011,1.94
Ecuador,ECU,Oil,2011,35.02
"Egypt, Arab Rep.",EGY,Oil,2011,10.98
Euro area,EMU,Oil,2011,2.81
Eritrea,ERI,Oil,2011,99.41
Spain,ESP,Oil,2011,5.04
Estonia,EST,Oil,2011,0.33
Ethiopia,ETH,Oil,2011,0.58
European Union,EUU,Oil,2011,2.43
Fragile and conflict affected situations,FCS,Oil,2011,21.34
Finland,FIN,Oil,2011,0.57
Fiji,FJI,Oil,2011,0.0
France,FRA,Oil,2011,0.62
Faroe Islands,FRO,Oil,2011,0.0
"Micronesia, Fed. Sts.",FSM,Oil,2011,0.0
Gabon,GAB,Oil,2011,11.51
United Kingdom,GBR,Oil,2011,0.83
Georgia,GEO,Oil,2011,0.07
Ghana,GHA,Oil,2011,0.0
Gibraltar,GIB,Oil,2011,100.0
Guinea,GIN,Oil,2011,0.0
"Gambia, The",GMB,Oil,2011,0.0
Guinea-Bissau,GNB,Oil,2011,0.0
Equatorial Guinea,GNQ,Oil,2011,0.0
Greece,GRC,Oil,2011,10.0
Grenada,GRD,Oil,2011,0.0
Greenland,GRL,Oil,2011,0.0
Guatemala,GTM,Oil,2011,22.6
Guam,GUM,Oil,2011,0.0
Guyana,GUY,Oil,2011,0.0
High income,HIC,Oil,2011,3.5
"Hong Kong SAR, China",HKG,Oil,2011,0.29
Honduras,HND,Oil,2011,51.9
Heavily indebted poor countries (HIPC),HPC,Oil,2011,10.51
Croatia,HRV,Oil,2011,6.69
Haiti,HTI,Oil,2011,87.17
Hungary,HUN,Oil,2011,0.4
IBRD only,IBD,Oil,2011,4.0
IDA & IBRD total,IBT,Oil,2011,4.5
IDA total,IDA,Oil,2011,15.89
IDA blend,IDB,Oil,2011,18.36
Indonesia,IDN,Oil,2011,23.0
IDA only,IDX,Oil,2011,13.7
Isle of Man,IMN,Oil,2011,0.0
India,IND,Oil,2011,2.25
Not classified,INX,Oil,2011,0.0
Ireland,IRL,Oil,2011,0.86
"Iran, Islamic Rep.",IRN,Oil,2011,27.76
Iraq,IRQ,Oil,2011,37.8
Iceland,ISL,Oil,2011,0.01
Israel,ISR,Oil,2011,7.3
Italy,ITA,Oil,2011,6.61
Jamaica,JAM,Oil,2011,91.27
Jordan,JOR,Oil,2011,72.53
Japan,JPN,Oil,2011,10.62
Kazakhstan,KAZ,Oil,2011,0.63
Kenya,KEN,Oil,2011,33.13
Kyrgyz Republic,KGZ,Oil,2011,1.52
Cambodia,KHM,Oil,2011,89.72
Kiribati,KIR,Oil,2011,0.0
St. Kitts and Nevis,KNA,Oil,2011,0.0
"Korea, Rep.",KOR,Oil,2011,3.2
Kuwait,KWT,Oil,2011,61.98
Latin America & Caribbean (excluding high income),LAC,Oil,2011,10.36
Lao PDR,LAO,Oil,2011,0.0
Lebanon,LBN,Oil,2011,95.08
Liberia,LBR,Oil,2011,0.0
Libya,LBY,Oil,2011,40.19
St. Lucia,LCA,Oil,2011,0.0
Latin America & Caribbean,LCN,Oil,2011,10.72
Least developed countries: UN classification,LDC,Oil,2011,11.25
Low income,LIC,Oil,2011,0.0
Liechtenstein,LIE,Oil,2011,0.0
Sri Lanka,LKA,Oil,2011,50.25
Lower middle income,LMC,Oil,2011,9.63
Low & middle income,LMY,Oil,2011,4.44
Lesotho,LSO,Oil,2011,0.0
Late-demographic dividend,LTE,Oil,2011,2.07
Lithuania,LTU,Oil,2011,4.92
Luxembourg,LUX,Oil,2011,0.04
Latvia,LVA,Oil,2011,0.02
"Macao SAR, China",MAC,Oil,2011,0.0
St. Martin (French part),MAF,Oil,2011,0.0
Morocco,MAR,Oil,2011,26.31
Monaco,MCO,Oil,2011,0.0
Moldova,MDA,Oil,2011,0.35
Madagascar,MDG,Oil,2011,0.0
Maldives,MDV,Oil,2011,0.0
Middle East & North Africa,MEA,Oil,2011,23.29
Mexico,MEX,Oil,2011,16.27
Marshall Islands,MHL,Oil,2011,0.0
Middle income,MIC,Oil,2011,4.28
North Macedonia,MKD,Oil,2011,1.01
Mali,MLI,Oil,2011,0.0
Malta,MLT,Oil,2011,99.54
Myanmar,MMR,Oil,2011,0.39
Middle East & North Africa (excluding high income),MNA,Oil,2011,25.8
Montenegro,MNE,Oil,2011,0.0
Mongolia,MNG,Oil,2011,5.2
Northern Mariana Islands,MNP,Oil,2011,0.0
Mozambique,MOZ,Oil,2011,0.0
Mauritania,MRT,Oil,2011,0.0
Mauritius,MUS,Oil,2011,39.22
Malawi,MWI,Oil,2011,0.0
Malaysia,MYS,Oil,2011,7.31
North America,NAC,Oil,2011,0.93
Namibia,NAM,Oil,2011,0.42
New Caledonia,NCL,Oil,2011,0.0
Niger,NER,Oil,2011,25.44
Nigeria,NGA,Oil,2011,0.0
Nicaragua,NIC,Oil,2011,66.0
Netherlands,NLD,Oil,2011,1.23
Norway,NOR,Oil,2011,0.02
Nepal,NPL,Oil,2011,0.06
Nauru,NRU,Oil,2011,0.0
New Zealand,NZL,Oil,2011,0.0
OECD members,OED,Oil,2011,2.83
Oman,OMN,Oil,2011,2.35
Other small states,OSS,Oil,2011,7.19
Pakistan,PAK,Oil,2011,35.29
Panama,PAN,Oil,2011,41.54
Peru,PER,Oil,2011,5.99
Philippines,PHL,Oil,2011,4.91
Palau,PLW,Oil,2011,0.0
Papua New Guinea,PNG,Oil,2011,0.0
Poland,POL,Oil,2011,1.5
Pre-demographic dividend,PRE,Oil,2011,17.2
Puerto Rico,PRI,Oil,2011,0.0
"Korea, Dem. People's Rep.",PRK,Oil,2011,3.2
Portugal,PRT,Oil,2011,5.17
Paraguay,PRY,Oil,2011,0.0
West Bank and Gaza,PSE,Oil,2011,0.0
Pacific island small states,PSS,Oil,2011,0.0
Post-demographic dividend,PST,Oil,2011,2.56
French Polynesia,PYF,Oil,2011,0.0
Qatar,QAT,Oil,2011,0.0
Romania,ROU,Oil,2011,1.24
Russian Federation,RUS,Oil,2011,2.6
Rwanda,RWA,Oil,2011,0.0
South Asia,SAS,Oil,2011,5.46
Saudi Arabia,SAU,Oil,2011,26.45
Sudan,SDN,Oil,2011,23.51
Senegal,SEN,Oil,2011,84.01
Singapore,SGP,Oil,2011,19.39
Solomon Islands,SLB,Oil,2011,0.0
Sierra Leone,SLE,Oil,2011,0.0
El Salvador,SLV,Oil,2011,37.07
San Marino,SMR,Oil,2011,0.0
Somalia,SOM,Oil,2011,0.0
Serbia,SRB,Oil,2011,0.19
Sub-Saharan Africa (excluding high income),SSA,Oil,2011,2.88
South Sudan,SSD,Oil,2011,0.0
Sub-Saharan Africa,SSF,Oil,2011,2.87
Small states,SST,Oil,2011,9.25
Sao Tome and Principe,STP,Oil,2011,0.0
Suriname,SUR,Oil,2011,39.36
Slovak Republic,SVK,Oil,2011,2.07
Slovenia,SVN,Oil,2011,0.1
Sweden,SWE,Oil,2011,0.53
Eswatini,SWZ,Oil,2011,0.0
Sint Maarten (Dutch part),SXM,Oil,2011,0.0
Seychelles,SYC,Oil,2011,0.0
Syrian Arab Republic,SYR,Oil,2011,38.5
Turks and Caicos Islands,TCA,Oil,2011,0.0
Chad,TCD,Oil,2011,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,Oil,2011,1.34
Europe & Central Asia (IDA & IBRD countries),TEC,Oil,2011,1.68
Togo,TGO,Oil,2011,13.28
Thailand,THA,Oil,2011,1.32
Tajikistan,TJK,Oil,2011,0.0
Turkmenistan,TKM,Oil,2011,0.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,Oil,2011,10.49
Timor-Leste,TLS,Oil,2011,0.0
Middle East & North Africa (IDA & IBRD countries),TMN,Oil,2011,26.08
Tonga,TON,Oil,2011,0.0
South Asia (IDA & IBRD),TSA,Oil,2011,5.46
Sub-Saharan Africa (IDA & IBRD countries),TSS,Oil,2011,2.87
Trinidad and Tobago,TTO,Oil,2011,0.27
Tunisia,TUN,Oil,2011,0.06
Turkiye,TUR,Oil,2011,0.39
Tuvalu,TUV,Oil,2011,0.0
Tanzania,TZA,Oil,2011,9.54
Uganda,UGA,Oil,2011,0.0
Ukraine,UKR,Oil,2011,0.28
Upper middle income,UMC,Oil,2011,2.63
Uruguay,URY,Oil,2011,27.08
United States,USA,Oil,2011,0.91
Uzbekistan,UZB,Oil,2011,1.03
St. Vincent and the Grenadines,VCT,Oil,2011,0.0
"Venezuela, RB",VEN,Oil,2011,14.76
British Virgin Islands,VGB,Oil,2011,0.0
Virgin Islands (U.S.),VIR,Oil,2011,0.0
Vietnam,VNM,Oil,2011,1.68
Vanuatu,VUT,Oil,2011,0.0
World,WLD,Oil,2011,4.02
Samoa,WSM,Oil,2011,0.0
Kosovo,XKX,Oil,2011,0.36
"Yemen, Rep.",YEM,Oil,2011,78.45
South Africa,ZAF,Oil,2011,0.08
Zambia,ZMB,Oil,2011,0.13
Zimbabwe,ZWE,Oil,2011,0.49
Aruba,ABW,Nuclear,2012,0.0
Africa Eastern and Southern,AFE,Nuclear,2012,3.21
Afghanistan,AFG,Nuclear,2012,0.0
Africa Western and Central,AFW,Nuclear,2012,0.0
Angola,AGO,Nuclear,2012,0.0
Albania,ALB,Nuclear,2012,0.0
Andorra,AND,Nuclear,2012,0.0
Arab World,ARB,Nuclear,2012,0.0
United Arab Emirates,ARE,Nuclear,2012,0.0
Argentina,ARG,Nuclear,2012,4.72
Armenia,ARM,Nuclear,2012,28.76
American Samoa,ASM,Nuclear,2012,0.0
Antigua and Barbuda,ATG,Nuclear,2012,0.0
Australia,AUS,Nuclear,2012,0.0
Austria,AUT,Nuclear,2012,0.0
Azerbaijan,AZE,Nuclear,2012,0.0
Burundi,BDI,Nuclear,2012,0.0
Belgium,BEL,Nuclear,2012,49.37
Benin,BEN,Nuclear,2012,0.0
Burkina Faso,BFA,Nuclear,2012,0.0
Bangladesh,BGD,Nuclear,2012,0.0
Bulgaria,BGR,Nuclear,2012,33.89
Bahrain,BHR,Nuclear,2012,0.0
"Bahamas, The",BHS,Nuclear,2012,0.0
Bosnia and Herzegovina,BIH,Nuclear,2012,0.0
Belarus,BLR,Nuclear,2012,0.0
Belize,BLZ,Nuclear,2012,0.0
Bermuda,BMU,Nuclear,2012,0.0
Bolivia,BOL,Nuclear,2012,0.0
Brazil,BRA,Nuclear,2012,2.9
Barbados,BRB,Nuclear,2012,0.0
Brunei Darussalam,BRN,Nuclear,2012,0.0
Bhutan,BTN,Nuclear,2012,0.0
Botswana,BWA,Nuclear,2012,0.0
Central African Republic,CAF,Nuclear,2012,0.0
Canada,CAN,Nuclear,2012,14.9
Central Europe and the Baltics,CEB,Nuclear,2012,20.28
Switzerland,CHE,Nuclear,2012,37.34
Channel Islands,CHI,Nuclear,2012,0.0
Chile,CHL,Nuclear,2012,0.0
China,CHN,Nuclear,2012,1.95
Cote d'Ivoire,CIV,Nuclear,2012,0.0
Cameroon,CMR,Nuclear,2012,0.0
"Congo, Dem. Rep.",COD,Nuclear,2012,0.0
"Congo, Rep.",COG,Nuclear,2012,0.0
Colombia,COL,Nuclear,2012,0.0
Comoros,COM,Nuclear,2012,0.0
Cabo Verde,CPV,Nuclear,2012,0.0
Costa Rica,CRI,Nuclear,2012,0.0
Caribbean small states,CSS,Nuclear,2012,0.0
Cuba,CUB,Nuclear,2012,0.0
Curacao,CUW,Nuclear,2012,0.0
Cayman Islands,CYM,Nuclear,2012,0.0
Cyprus,CYP,Nuclear,2012,0.0
Czech Republic,CZE,Nuclear,2012,34.98
Germany,DEU,Nuclear,2012,15.95
Djibouti,DJI,Nuclear,2012,0.0
Dominica,DMA,Nuclear,2012,0.0
Denmark,DNK,Nuclear,2012,0.0
Dominican Republic,DOM,Nuclear,2012,0.0
Algeria,DZA,Nuclear,2012,0.0
East Asia & Pacific (excluding high income),EAP,Nuclear,2012,1.7
Early-demographic dividend,EAR,Nuclear,2012,1.71
East Asia & Pacific,EAS,Nuclear,2012,3.81
Europe & Central Asia (excluding high income),ECA,Nuclear,2012,15.07
Europe & Central Asia,ECS,Nuclear,2012,22.0
Ecuador,ECU,Nuclear,2012,0.0
"Egypt, Arab Rep.",EGY,Nuclear,2012,0.0
Euro area,EMU,Nuclear,2012,29.22
Eritrea,ERI,Nuclear,2012,0.0
Spain,ESP,Nuclear,2012,20.91
Estonia,EST,Nuclear,2012,0.0
Ethiopia,ETH,Nuclear,2012,0.0
European Union,EUU,Nuclear,2012,27.95
Fragile and conflict affected situations,FCS,Nuclear,2012,0.55
Finland,FIN,Nuclear,2012,32.65
Fiji,FJI,Nuclear,2012,0.0
France,FRA,Nuclear,2012,75.96
Faroe Islands,FRO,Nuclear,2012,0.0
"Micronesia, Fed. Sts.",FSM,Nuclear,2012,0.0
Gabon,GAB,Nuclear,2012,0.0
United Kingdom,GBR,Nuclear,2012,19.56
Georgia,GEO,Nuclear,2012,0.0
Ghana,GHA,Nuclear,2012,0.0
Gibraltar,GIB,Nuclear,2012,0.0
Guinea,GIN,Nuclear,2012,0.0
"Gambia, The",GMB,Nuclear,2012,0.0
Guinea-Bissau,GNB,Nuclear,2012,0.0
Equatorial Guinea,GNQ,Nuclear,2012,0.0
Greece,GRC,Nuclear,2012,0.0
Grenada,GRD,Nuclear,2012,0.0
Greenland,GRL,Nuclear,2012,0.0
Guatemala,GTM,Nuclear,2012,0.0
Guam,GUM,Nuclear,2012,0.0
Guyana,GUY,Nuclear,2012,0.0
High income,HIC,Nuclear,2012,17.64
"Hong Kong SAR, China",HKG,Nuclear,2012,0.0
Honduras,HND,Nuclear,2012,0.0
Heavily indebted poor countries (HIPC),HPC,Nuclear,2012,0.0
Croatia,HRV,Nuclear,2012,0.0
Haiti,HTI,Nuclear,2012,0.0
Hungary,HUN,Nuclear,2012,45.6
IBRD only,IBD,Nuclear,2012,4.21
IDA & IBRD total,IBT,Nuclear,2012,4.06
IDA total,IDA,Nuclear,2012,0.92
IDA blend,IDB,Nuclear,2012,2.18
Indonesia,IDN,Nuclear,2012,0.0
IDA only,IDX,Nuclear,2012,0.0
Isle of Man,IMN,Nuclear,2012,0.0
India,IND,Nuclear,2012,2.93
Not classified,INX,Nuclear,2012,0.0
Ireland,IRL,Nuclear,2012,0.0
"Iran, Islamic Rep.",IRN,Nuclear,2012,0.73
Iraq,IRQ,Nuclear,2012,0.0
Iceland,ISL,Nuclear,2012,0.0
Israel,ISR,Nuclear,2012,0.0
Italy,ITA,Nuclear,2012,0.0
Jamaica,JAM,Nuclear,2012,0.0
Jordan,JOR,Nuclear,2012,0.0
Japan,JPN,Nuclear,2012,1.51
Kazakhstan,KAZ,Nuclear,2012,0.0
Kenya,KEN,Nuclear,2012,0.0
Kyrgyz Republic,KGZ,Nuclear,2012,0.0
Cambodia,KHM,Nuclear,2012,0.0
Kiribati,KIR,Nuclear,2012,0.0
St. Kitts and Nevis,KNA,Nuclear,2012,0.0
"Korea, Rep.",KOR,Nuclear,2012,28.31
Kuwait,KWT,Nuclear,2012,0.0
Latin America & Caribbean (excluding high income),LAC,Nuclear,2012,2.45
Lao PDR,LAO,Nuclear,2012,0.0
Lebanon,LBN,Nuclear,2012,0.0
Liberia,LBR,Nuclear,2012,0.0
Libya,LBY,Nuclear,2012,0.0
St. Lucia,LCA,Nuclear,2012,0.0
Latin America & Caribbean,LCN,Nuclear,2012,2.06
Least developed countries: UN classification,LDC,Nuclear,2012,0.0
Low income,LIC,Nuclear,2012,0.0
Liechtenstein,LIE,Nuclear,2012,0.0
Sri Lanka,LKA,Nuclear,2012,0.0
Lower middle income,LMC,Nuclear,2012,4.87
Low & middle income,LMY,Nuclear,2012,4.1
Lesotho,LSO,Nuclear,2012,0.0
Late-demographic dividend,LTE,Nuclear,2012,3.96
Lithuania,LTU,Nuclear,2012,0.0
Luxembourg,LUX,Nuclear,2012,0.0
Latvia,LVA,Nuclear,2012,0.0
"Macao SAR, China",MAC,Nuclear,2012,0.0
St. Martin (French part),MAF,Nuclear,2012,0.0
Morocco,MAR,Nuclear,2012,0.0
Monaco,MCO,Nuclear,2012,0.0
Moldova,MDA,Nuclear,2012,0.0
Madagascar,MDG,Nuclear,2012,0.0
Maldives,MDV,Nuclear,2012,0.0
Middle East & North Africa,MEA,Nuclear,2012,0.15
Mexico,MEX,Nuclear,2012,2.85
Marshall Islands,MHL,Nuclear,2012,0.0
Middle income,MIC,Nuclear,2012,4.17
North Macedonia,MKD,Nuclear,2012,0.0
Mali,MLI,Nuclear,2012,0.0
Malta,MLT,Nuclear,2012,0.0
Myanmar,MMR,Nuclear,2012,0.0
Middle East & North Africa (excluding high income),MNA,Nuclear,2012,0.27
Montenegro,MNE,Nuclear,2012,0.0
Mongolia,MNG,Nuclear,2012,0.0
Northern Mariana Islands,MNP,Nuclear,2012,0.0
Mozambique,MOZ,Nuclear,2012,0.0
Mauritania,MRT,Nuclear,2012,0.0
Mauritius,MUS,Nuclear,2012,0.0
Malawi,MWI,Nuclear,2012,0.0
Malaysia,MYS,Nuclear,2012,0.0
North America,NAC,Nuclear,2012,18.25
Namibia,NAM,Nuclear,2012,0.0
New Caledonia,NCL,Nuclear,2012,0.0
Niger,NER,Nuclear,2012,0.0
Nigeria,NGA,Nuclear,2012,0.0
Nicaragua,NIC,Nuclear,2012,0.0
Netherlands,NLD,Nuclear,2012,3.79
Norway,NOR,Nuclear,2012,0.0
Nepal,NPL,Nuclear,2012,0.0
Nauru,NRU,Nuclear,2012,0.0
New Zealand,NZL,Nuclear,2012,0.0
OECD members,OED,Nuclear,2012,17.88
Oman,OMN,Nuclear,2012,0.0
Other small states,OSS,Nuclear,2012,0.0
Pakistan,PAK,Nuclear,2012,4.74
Panama,PAN,Nuclear,2012,0.0
Peru,PER,Nuclear,2012,0.0
Philippines,PHL,Nuclear,2012,0.0
Palau,PLW,Nuclear,2012,0.0
Papua New Guinea,PNG,Nuclear,2012,0.0
Poland,POL,Nuclear,2012,0.0
Pre-demographic dividend,PRE,Nuclear,2012,0.0
Puerto Rico,PRI,Nuclear,2012,0.0
"Korea, Dem. People's Rep.",PRK,Nuclear,2012,0.0
Portugal,PRT,Nuclear,2012,0.0
Paraguay,PRY,Nuclear,2012,0.0
West Bank and Gaza,PSE,Nuclear,2012,0.0
Pacific island small states,PSS,Nuclear,2012,0.0
Post-demographic dividend,PST,Nuclear,2012,19.69
French Polynesia,PYF,Nuclear,2012,0.0
Qatar,QAT,Nuclear,2012,0.0
Romania,ROU,Nuclear,2012,19.51
Russian Federation,RUS,Nuclear,2012,16.6
Rwanda,RWA,Nuclear,2012,0.0
South Asia,SAS,Nuclear,2012,2.89
Saudi Arabia,SAU,Nuclear,2012,0.0
Sudan,SDN,Nuclear,2012,0.0
Senegal,SEN,Nuclear,2012,0.0
Singapore,SGP,Nuclear,2012,0.0
Solomon Islands,SLB,Nuclear,2012,0.0
Sierra Leone,SLE,Nuclear,2012,0.0
El Salvador,SLV,Nuclear,2012,0.0
San Marino,SMR,Nuclear,2012,0.0
Somalia,SOM,Nuclear,2012,0.0
Serbia,SRB,Nuclear,2012,0.0
Sub-Saharan Africa (excluding high income),SSA,Nuclear,2012,2.71
South Sudan,SSD,Nuclear,2012,0.0
Sub-Saharan Africa,SSF,Nuclear,2012,2.7
Small states,SST,Nuclear,2012,0.0
Sao Tome and Principe,STP,Nuclear,2012,0.0
Suriname,SUR,Nuclear,2012,0.0
Slovak Republic,SVK,Nuclear,2012,54.7
Slovenia,SVN,Nuclear,2012,35.55
Sweden,SWE,Nuclear,2012,38.48
Eswatini,SWZ,Nuclear,2012,0.0
Sint Maarten (Dutch part),SXM,Nuclear,2012,0.0
Seychelles,SYC,Nuclear,2012,0.0
Syrian Arab Republic,SYR,Nuclear,2012,0.0
Turks and Caicos Islands,TCA,Nuclear,2012,0.0
Chad,TCD,Nuclear,2012,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,Nuclear,2012,1.7
Europe & Central Asia (IDA & IBRD countries),TEC,Nuclear,2012,13.97
Togo,TGO,Nuclear,2012,0.0
Thailand,THA,Nuclear,2012,0.0
Tajikistan,TJK,Nuclear,2012,0.0
Turkmenistan,TKM,Nuclear,2012,0.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,Nuclear,2012,2.12
Timor-Leste,TLS,Nuclear,2012,0.0
Middle East & North Africa (IDA & IBRD countries),TMN,Nuclear,2012,0.27
Tonga,TON,Nuclear,2012,0.0
South Asia (IDA & IBRD),TSA,Nuclear,2012,2.89
Sub-Saharan Africa (IDA & IBRD countries),TSS,Nuclear,2012,2.7
Trinidad and Tobago,TTO,Nuclear,2012,0.0
Tunisia,TUN,Nuclear,2012,0.0
Turkiye,TUR,Nuclear,2012,0.0
Tuvalu,TUV,Nuclear,2012,0.0
Tanzania,TZA,Nuclear,2012,0.0
Uganda,UGA,Nuclear,2012,0.0
Ukraine,UKR,Nuclear,2012,45.44
Upper middle income,UMC,Nuclear,2012,3.95
Uruguay,URY,Nuclear,2012,0.0
United States,USA,Nuclear,2012,18.76
Uzbekistan,UZB,Nuclear,2012,0.0
St. Vincent and the Grenadines,VCT,Nuclear,2012,0.0
"Venezuela, RB",VEN,Nuclear,2012,0.0
British Virgin Islands,VGB,Nuclear,2012,0.0
Virgin Islands (U.S.),VIR,Nuclear,2012,0.0
Vietnam,VNM,Nuclear,2012,0.0
Vanuatu,VUT,Nuclear,2012,0.0
World,WLD,Nuclear,2012,10.81
Samoa,WSM,Nuclear,2012,0.0
Kosovo,XKX,Nuclear,2012,0.0
"Yemen, Rep.",YEM,Nuclear,2012,0.0
South Africa,ZAF,Nuclear,2012,4.69
Zambia,ZMB,Nuclear,2012,0.0
Zimbabwe,ZWE,Nuclear,2012,0.0
Aruba,ABW,Oil,2012,0.0
Africa Eastern and Southern,AFE,Oil,2012,2.8
Afghanistan,AFG,Oil,2012,0.0
Africa Western and Central,AFW,Oil,2012,6.95
Angola,AGO,Oil,2012,39.2
Albania,ALB,Oil,2012,0.0
Andorra,AND,Oil,2012,0.0
Arab World,ARB,Oil,2012,24.09
United Arab Emirates,ARE,Oil,2012,1.38
Argentina,ARG,Oil,2012,14.79
Armenia,ARM,Oil,2012,0.0
American Samoa,ASM,Oil,2012,0.0
Antigua and Barbuda,ATG,Oil,2012,0.0
Australia,AUS,Oil,2012,1.51
Austria,AUT,Oil,2012,1.08
Azerbaijan,AZE,Oil,2012,2.19
Burundi,BDI,Oil,2012,0.0
Belgium,BEL,Oil,2012,0.41
Benin,BEN,Oil,2012,100.0
Burkina Faso,BFA,Oil,2012,0.0
Bangladesh,BGD,Oil,2012,12.34
Bulgaria,BGR,Oil,2012,0.47
Bahrain,BHR,Oil,2012,0.0
"Bahamas, The",BHS,Oil,2012,0.0
Bosnia and Herzegovina,BIH,Oil,2012,0.2
Belarus,BLR,Oil,2012,2.56
Belize,BLZ,Oil,2012,0.0
Bermuda,BMU,Oil,2012,0.0
Bolivia,BOL,Oil,2012,2.02
Brazil,BRA,Oil,2012,3.55
Barbados,BRB,Oil,2012,0.0
Brunei Darussalam,BRN,Oil,2012,0.94
Bhutan,BTN,Oil,2012,0.0
Botswana,BWA,Oil,2012,28.57
Central African Republic,CAF,Oil,2012,0.0
Canada,CAN,Oil,2012,1.09
Central Europe and the Baltics,CEB,Oil,2012,1.01
Switzerland,CHE,Oil,2012,0.07
Channel Islands,CHI,Oil,2012,0.0
Chile,CHL,Oil,2012,8.81
China,CHN,Oil,2012,0.22
Cote d'Ivoire,CIV,Oil,2012,6.1
Cameroon,CMR,Oil,2012,18.46
"Congo, Dem. Rep.",COD,Oil,2012,0.12
"Congo, Rep.",COG,Oil,2012,0.0
Colombia,COL,Oil,2012,0.55
Comoros,COM,Oil,2012,0.0
Cabo Verde,CPV,Oil,2012,0.0
Costa Rica,CRI,Oil,2012,8.16
Caribbean small states,CSS,Oil,2012,0.0
Cuba,CUB,Oil,2012,45.08
Curacao,CUW,Oil,2012,0.0
Cayman Islands,CYM,Oil,2012,0.0
Cyprus,CYP,Oil,2012,94.55
Czech Republic,CZE,Oil,2012,0.13
Germany,DEU,Oil,2012,1.22
Djibouti,DJI,Oil,2012,0.0
Dominica,DMA,Oil,2012,0.0
Denmark,DNK,Oil,2012,1.31
Dominican Republic,DOM,Oil,2012,50.06
Algeria,DZA,Oil,2012,1.85
East Asia & Pacific (excluding high income),EAP,Oil,2012,0.97
Early-demographic dividend,EAR,Oil,2012,11.81
East Asia & Pacific,EAS,Oil,2012,2.88
Europe & Central Asia (excluding high income),ECA,Oil,2012,1.75
Europe & Central Asia,ECS,Oil,2012,1.96
Ecuador,ECU,Oil,2012,34.9
"Egypt, Arab Rep.",EGY,Oil,2012,15.16
Euro area,EMU,Oil,2012,2.88
Eritrea,ERI,Oil,2012,99.44
Spain,ESP,Oil,2012,5.21
Estonia,EST,Oil,2012,0.48
Ethiopia,ETH,Oil,2012,0.16
European Union,EUU,Oil,2012,2.46
Fragile and conflict affected situations,FCS,Oil,2012,21.63
Finland,FIN,Oil,2012,0.44
Fiji,FJI,Oil,2012,0.0
France,FRA,Oil,2012,1.11
Faroe Islands,FRO,Oil,2012,0.0
"Micronesia, Fed. Sts.",FSM,Oil,2012,0.0
Gabon,GAB,Oil,2012,13.72
United Kingdom,GBR,Oil,2012,0.69
Georgia,GEO,Oil,2012,0.0
Ghana,GHA,Oil,2012,0.0
Gibraltar,GIB,Oil,2012,100.0
Guinea,GIN,Oil,2012,0.0
"Gambia, The",GMB,Oil,2012,0.0
Guinea-Bissau,GNB,Oil,2012,0.0
Equatorial Guinea,GNQ,Oil,2012,0.0
Greece,GRC,Oil,2012,10.0
Grenada,GRD,Oil,2012,0.0
Greenland,GRL,Oil,2012,0.0
Guatemala,GTM,Oil,2012,19.96
Guam,GUM,Oil,2012,0.0
Guyana,GUY,Oil,2012,0.0
High income,HIC,Oil,2012,3.81
"Hong Kong SAR, China",HKG,Oil,2012,2.13
Honduras,HND,Oil,2012,49.5
Heavily indebted poor countries (HIPC),HPC,Oil,2012,11.06
Croatia,HRV,Oil,2012,5.49
Haiti,HTI,Oil,2012,79.91
Hungary,HUN,Oil,2012,0.53
IBRD only,IBD,Oil,2012,3.95
IDA & IBRD total,IBT,Oil,2012,4.44
IDA total,IDA,Oil,2012,15.83
IDA blend,IDB,Oil,2012,18.18
Indonesia,IDN,Oil,2012,14.96
IDA only,IDX,Oil,2012,13.74
Isle of Man,IMN,Oil,2012,0.0
India,IND,Oil,2012,2.04
Not classified,INX,Oil,2012,0.0
Ireland,IRL,Oil,2012,0.87
"Iran, Islamic Rep.",IRN,Oil,2012,27.27
Iraq,IRQ,Oil,2012,43.31
Iceland,ISL,Oil,2012,0.02
