Country Name,Country Code,Indicator Name,Indicator Code,Region,IncomeGroup,Year,Total Access to Electricity
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2018,94.43
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2018,100.0
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2018,91.2
High income,HIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,99.98
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2018,100.0
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2018,91.6
Heavily indebted poor countries (HIPC),HPC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,44.21
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2018,100.0
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2018,44.96
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2018,100.0
IBRD only,IBD,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,97.78
IDA & IBRD total,IBT,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,87.89
IDA total,IDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,58.88
IDA blend,IDB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,65.93
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2018,98.51
IDA only,IDX,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,55.3
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2018,100.0
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2018,95.7
Not classified,INX,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,0.0
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2018,100.0
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2018,100.0
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Upper middle income,2018,99.9
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2018,100.0
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2018,100.0
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2018,100.0
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2018,98.49
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Upper middle income,2018,99.9
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2018,100.0
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2018,100.0
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2018,61.28
Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Lower middle income,2018,100.0
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2018,81.08
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2018,88.1
St. Kitts and Nevis,KNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2018,100.0
"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2018,100.0
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2018,100.0
Latin America & Caribbean (excluding high income),LAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,97.61
Lao PDR,LAO,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2018,97.8
Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2018,99.7
Liberia,LBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2018,22.88
Libya,LBY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Upper middle income,2018,67.0
St. Lucia,LCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2018,98.88
Latin America & Caribbean,LCN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,97.8
Least developed countries: UN classification,LDC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,52.19
Low income,LIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,40.55
Liechtenstein,LIE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2018,100.0
Sri Lanka,LKA,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2018,99.56
Lower middle income,LMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,88.05
Low & middle income,LMY,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,87.54
Lesotho,LSO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2018,47.0
Late-demographic dividend,LTE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,99.31
Lithuania,LTU,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2018,100.0
Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2018,100.0
Latvia,LVA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2018,100.0
"Macao SAR, China",MAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2018,100.0
St. Martin (French part),MAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2018,100.0
Morocco,MAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2018,98.1
Monaco,MCO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2018,100.0
Moldova,MDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2018,99.99
Madagascar,MDG,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2018,36.5
Maldives,MDV,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Upper middle income,2018,100.0
Middle East & North Africa,MEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,96.28
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2018,99.5
Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2018,95.92
Middle income,MIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,92.89
North Macedonia,MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2018,99.8
Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2018,50.9
Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2018,100.0
Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2018,66.23
Middle East & North Africa (excluding high income),MNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,95.64
Montenegro,MNE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2018,100.0
Mongolia,MNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2018,98.1
Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2018,100.0
Mozambique,MOZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2018,31.1
Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2018,44.31
Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2018,99.45
Malawi,MWI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2018,18.02
Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2018,99.99
North America,NAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,100.0
Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2018,54.0
New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2018,100.0
Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2018,17.6
Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2018,56.5
Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2018,87.12
Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2018,100.0
Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2018,100.0
Nepal,NPL,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2018,93.92
Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2018,99.93
New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2018,100.0
OECD members,OED,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,99.9
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2018,100.0
Other small states,OSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,77.28
Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2018,72.78
Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2018,94.93
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2018,95.2
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2018,94.45
Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2018,100.0
Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2018,55.73
Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2018,100.0
Pre-demographic dividend,PRE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,47.17
Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2018,100.0
"Korea, Dem. People's Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Low income,2018,47.63
Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2018,100.0
Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2018,99.6
West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2018,100.0
Pacific island small states,PSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,84.59
Post-demographic dividend,PST,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,100.0
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2018,100.0
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2018,100.0
Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2018,100.0
Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2018,100.0
Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2018,36.97
South Asia,SAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,92.71
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2018,100.0
Sudan,SDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2018,52.45
Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2018,66.0
Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2018,100.0
Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2018,66.18
Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2018,26.1
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2018,97.0
San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2018,100.0
Somalia,SOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2018,50.76
Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2018,100.0
Sub-Saharan Africa (excluding high income),SSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,46.37
South Sudan,SSD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2018,6.17
Sub-Saharan Africa,SSF,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,46.37
Small states,SST,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,81.42
Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2018,71.0
Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2018,97.4
Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2018,100.0
Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2018,100.0
Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2018,100.0
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2018,73.92
Sint Maarten (Dutch part),SXM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2018,100.0
Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,High income,2018,100.0
Syrian Arab Republic,SYR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Low income,2018,86.0
Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2018,100.0
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2018,10.11
East Asia & Pacific (IDA & IBRD countries),TEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,98.27
Europe & Central Asia (IDA & IBRD countries),TEC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,99.98
Togo,TGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2018,50.0
Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2018,99.82
Tajikistan,TJK,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Lower middle income,2018,99.3
Turkmenistan,TKM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2018,100.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,97.76
Timor-Leste,TLS,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2018,85.38
Middle East & North Africa (IDA & IBRD countries),TMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,95.59
Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2018,99.13
South Asia (IDA & IBRD),TSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,92.71
Sub-Saharan Africa (IDA & IBRD countries),TSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,46.37
Trinidad and Tobago,TTO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2018,100.0
Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2018,99.8
Turkiye,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2018,100.0
Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2018,99.07
Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2018,35.05
Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2018,41.92
Ukraine,UKR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Lower middle income,2018,100.0
Upper middle income,UMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,99.24
Uruguay,URY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2018,99.8
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,North America,High income,2018,100.0
Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Lower middle income,2018,100.0
St. Vincent and the Grenadines,VCT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2018,100.0
"Venezuela, RB",VEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,,2018,99.91
British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2018,100.0
Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2018,100.0
Vietnam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2018,100.0
Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2018,61.75
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2018,89.57
Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2018,99.99
Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2018,0.0
"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Low income,2018,62.0
South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2018,84.7
Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2018,40.32
Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2018,45.57
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2019,100.0
Africa Eastern and Southern,AFE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,44.27
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Low income,2019,97.7
Africa Western and Central,AFW,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,51.29
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2019,45.64
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2019,100.0
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Arab World,ARB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,90.0
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2019,100.0
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2019,100.0
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2019,100.0
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2019,0.0
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2019,100.0
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2019,100.0
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2019,100.0
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2019,11.36
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2019,40.33
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2019,18.37
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2019,92.2
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2019,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2019,100.0
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2019,100.0
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2019,100.0
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2019,100.0
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2019,92.72
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,North America,High income,2019,100.0
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2019,95.08
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2019,99.8
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2019,100.0
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2019,100.0
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2019,100.0
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2019,69.96
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2019,14.3
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,North America,High income,2019,100.0
Central Europe and the Baltics,CEB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,100.0
Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2019,100.0
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2019,100.0
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2019,68.46
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2019,63.49
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2019,19.1
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2019,48.41
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2019,99.76
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2019,84.3
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2019,91.4
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2019,99.71
Caribbean small states,CSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,98.22
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2019,99.8
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2019,100.0
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2019,100.0
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2019,61.21
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2019,100.0
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2019,99.0
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2019,99.5
East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,97.85
Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,92.25
East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,98.06
Europe & Central Asia (excluding high income),ECA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,99.98
Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,99.99
