Country Name,Country Code,Indicator Name,Indicator Code,Region,IncomeGroup,Year,Transmission and Distribution Losses
Bulgaria,BGR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2019,0.0
Bahrain,BHR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,High income,2019,0.0
"Bahamas, The",BHS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2019,0.0
Bosnia and Herzegovina,BIH,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2019,0.0
Belarus,BLR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2019,0.0
Belize,BLZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2019,0.0
Bermuda,BMU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,North America,High income,2019,0.0
Bolivia,BOL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Lower middle income,2019,0.0
Brazil,BRA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2019,0.0
Barbados,BRB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2019,0.0
Brunei Darussalam,BRN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2019,0.0
Bhutan,BTN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,South Asia,Lower middle income,2019,0.0
Botswana,BWA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Upper middle income,2019,0.0
Central African Republic,CAF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2019,0.0
Canada,CAN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,North America,High income,2019,0.0
Central Europe and the Baltics,CEB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Switzerland,CHE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Channel Islands,CHI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Chile,CHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2019,0.0
China,CHN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2019,0.0
Cote d'Ivoire,CIV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2019,0.0
Cameroon,CMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2019,0.0
"Congo, Dem. Rep.",COD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2019,0.0
"Congo, Rep.",COG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2019,0.0
Colombia,COL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2019,0.0
Comoros,COM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2019,0.0
Cabo Verde,CPV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2019,0.0
Costa Rica,CRI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2019,0.0
Caribbean small states,CSS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Cuba,CUB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2019,0.0
Curacao,CUW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2019,0.0
Cayman Islands,CYM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2019,0.0
Cyprus,CYP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Czech Republic,CZE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Germany,DEU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Djibouti,DJI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Lower middle income,2019,0.0
Dominica,DMA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2019,0.0
Denmark,DNK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Dominican Republic,DOM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2019,0.0
Algeria,DZA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Lower middle income,2019,0.0
East Asia & Pacific (excluding high income),EAP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Early-demographic dividend,EAR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
East Asia & Pacific,EAS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Europe & Central Asia (excluding high income),ECA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Europe & Central Asia,ECS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Ecuador,ECU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2019,0.0
"Egypt, Arab Rep.",EGY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Lower middle income,2019,0.0
Euro area,EMU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Eritrea,ERI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2019,0.0
Spain,ESP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Estonia,EST,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Ethiopia,ETH,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2019,0.0
European Union,EUU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Fragile and conflict affected situations,FCS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Finland,FIN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Fiji,FJI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2019,0.0
France,FRA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Faroe Islands,FRO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
"Micronesia, Fed. Sts.",FSM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2019,0.0
Gabon,GAB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Upper middle income,2019,0.0
United Kingdom,GBR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Georgia,GEO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2019,0.0
Ghana,GHA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2019,0.0
Gibraltar,GIB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Guinea,GIN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2019,0.0
"Gambia, The",GMB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2019,0.0
Guinea-Bissau,GNB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2019,0.0
Equatorial Guinea,GNQ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Upper middle income,2019,0.0
Greece,GRC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Grenada,GRD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2019,0.0
Greenland,GRL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Guatemala,GTM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2019,0.0
Guam,GUM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2019,0.0
Guyana,GUY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2019,0.0
High income,HIC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
"Hong Kong SAR, China",HKG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2019,0.0
Honduras,HND,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Lower middle income,2019,0.0
Heavily indebted poor countries (HIPC),HPC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Croatia,HRV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Haiti,HTI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Lower middle income,2019,0.0
Hungary,HUN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
IBRD only,IBD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
IDA & IBRD total,IBT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
IDA total,IDA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
IDA blend,IDB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Indonesia,IDN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2019,0.0
IDA only,IDX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Isle of Man,IMN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
India,IND,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,South Asia,Lower middle income,2019,0.0
Not classified,INX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Ireland,IRL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
"Iran, Islamic Rep.",IRN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Lower middle income,2019,0.0
Iraq,IRQ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Upper middle income,2019,0.0
Iceland,ISL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Israel,ISR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,High income,2019,0.0
Italy,ITA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Jamaica,JAM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2019,0.0
Jordan,JOR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Upper middle income,2019,0.0
Japan,JPN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2019,0.0
Kazakhstan,KAZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2019,0.0
Kenya,KEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2019,0.0
Kyrgyz Republic,KGZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Lower middle income,2019,0.0
Cambodia,KHM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2019,0.0
Kiribati,KIR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2019,0.0
St. Kitts and Nevis,KNA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2019,0.0
"Korea, Rep.",KOR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2019,0.0
Kuwait,KWT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,High income,2019,0.0
Latin America & Caribbean (excluding high income),LAC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Lao PDR,LAO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2019,0.0
Lebanon,LBN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Lower middle income,2019,0.0
Liberia,LBR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2019,0.0
Libya,LBY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Upper middle income,2019,0.0
St. Lucia,LCA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2019,0.0
Latin America & Caribbean,LCN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Least developed countries: UN classification,LDC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Low income,LIC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Liechtenstein,LIE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Sri Lanka,LKA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,South Asia,Lower middle income,2019,0.0
Lower middle income,LMC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Low & middle income,LMY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Lesotho,LSO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2019,0.0
Late-demographic dividend,LTE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Lithuania,LTU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Luxembourg,LUX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Latvia,LVA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
"Macao SAR, China",MAC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2019,0.0
St. Martin (French part),MAF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2019,0.0
Morocco,MAR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Lower middle income,2019,0.0
Monaco,MCO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Moldova,MDA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2019,0.0
Madagascar,MDG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2019,0.0
Maldives,MDV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,South Asia,Upper middle income,2019,0.0
Middle East & North Africa,MEA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Mexico,MEX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2019,0.0
Marshall Islands,MHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2019,0.0
Middle income,MIC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
North Macedonia,MKD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2019,0.0
Mali,MLI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2019,0.0
Malta,MLT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,High income,2019,0.0
Myanmar,MMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2019,0.0
Middle East & North Africa (excluding high income),MNA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Montenegro,MNE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2019,0.0
Mongolia,MNG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2019,0.0
Northern Mariana Islands,MNP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2019,0.0
Mozambique,MOZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2019,0.0
Mauritania,MRT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2019,0.0
Mauritius,MUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Upper middle income,2019,0.0
Malawi,MWI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2019,0.0
Malaysia,MYS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2019,0.0
North America,NAC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Namibia,NAM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Upper middle income,2019,0.0
New Caledonia,NCL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2019,0.0
Niger,NER,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2019,0.0
Nigeria,NGA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2019,0.0
Nicaragua,NIC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Lower middle income,2019,0.0
Netherlands,NLD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Norway,NOR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Nepal,NPL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,South Asia,Lower middle income,2019,0.0
Nauru,NRU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2019,0.0
New Zealand,NZL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2019,0.0
OECD members,OED,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Oman,OMN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,High income,2019,0.0
Other small states,OSS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Pakistan,PAK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,South Asia,Lower middle income,2019,0.0
Panama,PAN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2019,0.0
Peru,PER,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2019,0.0
Philippines,PHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2019,0.0
Palau,PLW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2019,0.0
Papua New Guinea,PNG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2019,0.0
Poland,POL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Pre-demographic dividend,PRE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Puerto Rico,PRI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2019,0.0
"Korea, Dem. People's Rep.",PRK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Low income,2019,0.0
Portugal,PRT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Paraguay,PRY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2019,0.0
West Bank and Gaza,PSE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Lower middle income,2019,0.0
Pacific island small states,PSS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Post-demographic dividend,PST,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
French Polynesia,PYF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2019,0.0
Qatar,QAT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,High income,2019,0.0
Romania,ROU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Russian Federation,RUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2019,0.0
Rwanda,RWA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2019,0.0
South Asia,SAS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Saudi Arabia,SAU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,High income,2019,0.0
Sudan,SDN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2019,0.0
Senegal,SEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2019,0.0
Singapore,SGP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2019,0.0
Solomon Islands,SLB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2019,0.0
Sierra Leone,SLE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2019,0.0
El Salvador,SLV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Lower middle income,2019,0.0
San Marino,SMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Somalia,SOM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2019,0.0
Serbia,SRB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2019,0.0
Sub-Saharan Africa (excluding high income),SSA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
South Sudan,SSD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2019,0.0
Sub-Saharan Africa,SSF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Small states,SST,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Sao Tome and Principe,STP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2019,0.0
Suriname,SUR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2019,0.0
Slovak Republic,SVK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Slovenia,SVN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Sweden,SWE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2019,0.0
Eswatini,SWZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2019,0.0
Sint Maarten (Dutch part),SXM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2019,0.0
Seychelles,SYC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,High income,2019,0.0
Syrian Arab Republic,SYR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Low income,2019,0.0
Turks and Caicos Islands,TCA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2019,0.0
Chad,TCD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2019,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Europe & Central Asia (IDA & IBRD countries),TEC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2019,0.0
Togo,TGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2019,0.0
Thailand,THA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2019,0.0
Tajikistan,TJK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Lower middle income,2019,0.0
